doi,publisher,journal,open_access,uob_is_corresponding,year
10.3390/catal14080529,MDPI,Catalysts,gold,TRUE,2024
10.3390/cells10040919,MDPI,Cells,gold,FALSE,2021
10.3390/cells11061043,MDPI,Cells,gold,FALSE,2022
10.3390/cells12060967,MDPI,Cells,gold,FALSE,2023
10.3390/cells12202470,MDPI,Cells,gold,FALSE,2023
10.3390/cells13040342,MDPI,Cells,gold,TRUE,2024
10.3390/children11121490,MDPI,Children,gold,FALSE,2024
10.3390/coatings13101767,MDPI,Coatings,gold,FALSE,2023
10.3390/computers12110238,MDPI,Computers,gold,TRUE,2023
10.3390/cryst12111537,MDPI,Crystals,gold,FALSE,2022
10.3390/cryst13020340,MDPI,Crystals,gold,FALSE,2023
10.3390/cryst13030467,MDPI,Crystals,gold,FALSE,2023
10.3390/cryst14121048,MDPI,Crystals,gold,TRUE,2024
10.3390/d17020102,MDPI,Diversity,gold,TRUE,2025
10.3390/designs7030067,MDPI,Designs,gold,TRUE,2023
10.3390/diabetology3040043,MDPI,Diabetology,gold,FALSE,2022
10.3390/diabetology4020014,MDPI,Diabetology,gold,FALSE,2023
10.3390/diabetology5020014,MDPI,Diabetology,gold,TRUE,2024
10.3390/diagnostics11091735,MDPI,Diagnostics,gold,FALSE,2021
10.3390/e24010025,MDPI,Entropy,gold,TRUE,2021
10.3390/e24030369,MDPI,Entropy,gold,TRUE,2022
10.3390/electricity5010006,MDPI,Electricity,gold,FALSE,2024
10.3390/electronics10040393,MDPI,Electronics,gold,FALSE,2021
10.3390/electronics10040450,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics10091050,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics10121476,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics10172057,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics10172131,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics10243130,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics11010026,MDPI,Electronics,gold,TRUE,2021
10.3390/electronics11010146,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11020251,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11040511,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11040571,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11050821,MDPI,Electronics,gold,FALSE,2022
10.3390/electronics11071027,MDPI,Electronics,gold,FALSE,2022
10.3390/electronics11081253,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11091387,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11091505,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11101560,MDPI,Electronics,gold,FALSE,2022
10.3390/electronics11111739,MDPI,Electronics,gold,FALSE,2022
10.3390/electronics11182818,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11182962,MDPI,Electronics,gold,FALSE,2022
10.3390/electronics11192979,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11203368,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11233860,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics11244133,MDPI,Electronics,gold,TRUE,2022
10.3390/electronics12020400,MDPI,Electronics,gold,TRUE,2023
10.3390/electronics12112420,MDPI,Electronics,gold,FALSE,2023
10.3390/electronics12143086,MDPI,Electronics,gold,TRUE,2023
10.3390/electronics12183935,MDPI,Electronics,gold,FALSE,2023
10.3390/electronics12234852,MDPI,Electronics,gold,TRUE,2023
10.3390/electronics13050865,MDPI,Electronics,gold,TRUE,2024
10.3390/electronics13061156,MDPI,Electronics,gold,TRUE,2024
10.3390/electronics13081515,MDPI,Electronics,gold,TRUE,2024
10.3390/electronics13132474,MDPI,Electronics,gold,TRUE,2024
10.3390/en14072011,MDPI,Energies,gold,FALSE,2021
10.3390/en14144239,MDPI,Energies,gold,TRUE,2021
10.3390/en14144361,MDPI,Energies,gold,TRUE,2021
10.3390/en14185694,MDPI,Energies,gold,FALSE,2021
10.3390/en15010308,MDPI,Energies,gold,TRUE,2022
10.3390/en15010388,MDPI,Energies,gold,TRUE,2022
10.3390/en15155717,MDPI,Energies,gold,TRUE,2022
10.3390/en15186562,MDPI,Energies,gold,TRUE,2022
10.3390/en16020900,MDPI,Energies,gold,FALSE,2023
10.3390/en16124831,MDPI,Energies,gold,TRUE,2023
10.3390/en16247971,MDPI,Energies,gold,TRUE,2023
10.3390/en17102285,MDPI,Energies,gold,TRUE,2024
10.3390/en17143474,MDPI,Energies,gold,FALSE,2024
10.3390/encyclopedia4020053,MDPI,Encyclopedia,gold,FALSE,2024
10.3390/f12060704,MDPI,Forests,gold,FALSE,2021
10.3390/fi14120379,MDPI,Future Internet,gold,FALSE,2022
10.3390/fluids6020086,MDPI,Fluids,gold,FALSE,2021
10.3390/fluids6030124,MDPI,Fluids,gold,TRUE,2021
10.3390/fluids6070239,MDPI,Fluids,gold,TRUE,2021
10.3390/fluids6120423,MDPI,Fluids,gold,FALSE,2021
10.3390/fluids6120453,MDPI,Fluids,gold,TRUE,2021
10.3390/fluids7010023,MDPI,Fluids,gold,TRUE,2022
10.3390/fluids7020048,MDPI,Fluids,gold,FALSE,2022
10.3390/fluids7080261,MDPI,Fluids,gold,TRUE,2022
10.3390/fluids9060120,MDPI,Fluids,gold,TRUE,2024
10.3390/fluids9080182,MDPI,Fluids,gold,TRUE,2024
10.3390/g15010003,MDPI,Games,gold,FALSE,2024
10.3390/gels9030235,MDPI,Gels,gold,TRUE,2023
10.3390/gels9100806,MDPI,Gels,gold,TRUE,2023
10.3390/genes13101783,MDPI,Genes,gold,FALSE,2022
10.3390/genes13112096,MDPI,Genes,gold,FALSE,2022
10.3390/genes14010144,MDPI,Genes,gold,FALSE,2023
10.3390/genes14010154,MDPI,Genes,gold,TRUE,2023
10.3390/hardware2030010,MDPI,Hardware,gold,TRUE,2024
10.3390/healthcare10071357,MDPI,Healthcare,gold,FALSE,2022
10.3390/heritage6020046,MDPI,Heritage,gold,FALSE,2023
10.3390/heritage6070269,MDPI,Heritage,gold,FALSE,2023
10.3390/heritage7040093,MDPI,Heritage,gold,TRUE,2024
10.3390/heritage7050119,MDPI,Heritage,gold,TRUE,2024
10.3390/heritage7070168,MDPI,Heritage,gold,TRUE,2024
10.3390/hydrology10040077,MDPI,Hydrology,gold,TRUE,2023
10.3390/ijerph18030990,MDPI,International Journal of Environmental Research and Public Health,gold,TRUE,2021
10.3390/ijerph192114067,MDPI,International Journal of Environmental Research and Public Health,gold,FALSE,2022
10.3390/ijerph192114316,MDPI,International Journal of Environmental Research and Public Health,gold,TRUE,2022
10.3390/ijerph192416950,MDPI,International Journal of Environmental Research and Public Health,gold,TRUE,2022
10.3390/ijerph20010784,MDPI,International Journal of Environmental Research and Public Health,gold,FALSE,2022
10.3390/ijerph20043299,MDPI,International Journal of Environmental Research and Public Health,gold,FALSE,2023
10.3390/ijerph20043418,MDPI,International Journal of Environmental Research and Public Health,gold,FALSE,2023
10.3390/ijerph21020231,MDPI,International Journal of Environmental Research and Public Health,gold,TRUE,2024
10.3390/ijerph21070898,MDPI,International Journal of Environmental Research and Public Health,gold,FALSE,2024
10.3390/ijms22116011,MDPI,International Journal of Molecular Sciences,gold,TRUE,2021
10.3390/ijms24043364,MDPI,International Journal of Molecular Sciences,gold,TRUE,2023
10.3390/ijms24065594,MDPI,International Journal of Molecular Sciences,gold,FALSE,2023
10.3390/ijms25010115,MDPI,International Journal of Molecular Sciences,gold,TRUE,2023
10.3390/ijms25147946,MDPI,International Journal of Molecular Sciences,gold,TRUE,2024
10.3390/inventions6030049,MDPI,Inventions,gold,TRUE,2021
10.3390/iocbd2023-16252,MDPI,Engineering Proceedings,gold,TRUE,2023
10.3390/iot2020015,MDPI,IoT,gold,TRUE,2021
10.3390/jcm10112243,MDPI,Journal of Clinical Medicine,gold,TRUE,2021
10.3390/jcm12052052,MDPI,Journal of Clinical Medicine,gold,TRUE,2023
10.3390/jcm14062022,MDPI,Journal of Clinical Medicine,gold,FALSE,2025
10.3390/jfb13040282,MDPI,Journal of Functional Biomaterials,gold,TRUE,2022
10.3390/jfb16040114,MDPI,Journal of Functional Biomaterials,gold,FALSE,2025
10.3390/jmse10030365,MDPI,Journal of Marine Science and Engineering,gold,FALSE,2022
10.3390/jmse10101384,MDPI,Journal of Marine Science and Engineering,gold,TRUE,2022
10.3390/jmse10111797,MDPI,Journal of Marine Science and Engineering,gold,TRUE,2022
10.3390/jmse12081418,MDPI,Journal of Marine Science and Engineering,gold,FALSE,2024
10.3390/jmse12122137,MDPI,Journal of Marine Science and Engineering,gold,TRUE,2024
10.3390/jmse12122285,MDPI,Journal of Marine Science and Engineering,gold,FALSE,2024
10.3390/jmse9121421,MDPI,Journal of Marine Science and Engineering,gold,TRUE,2021
10.3390/jpm14101032,MDPI,Journal of Personalized Medicine,gold,TRUE,2024
10.3390/land14020436,MDPI,Land,gold,TRUE,2025
10.3390/life12050682,MDPI,Life,gold,FALSE,2022
10.3390/life12071063,MDPI,Life,gold,FALSE,2022
10.3390/life12081140,MDPI,Life,gold,FALSE,2022
10.3390/life12111758,MDPI,Life,gold,FALSE,2022
10.3390/life13041012,MDPI,Life,gold,FALSE,2023
10.3390/logistics7020031,MDPI,Logistics,gold,TRUE,2023
10.3390/ma14102496,MDPI,Materials,gold,FALSE,2021
10.3390/ma14174773,MDPI,Materials,gold,TRUE,2021
10.3390/ma14216260,MDPI,Materials,gold,FALSE,2021
10.3390/ma14216295,MDPI,Materials,gold,TRUE,2021
10.3390/ma14227000,MDPI,Materials,gold,FALSE,2021
10.3390/ma15217757,MDPI,Materials,gold,FALSE,2022
10.3390/ma17030637,MDPI,Materials,gold,TRUE,2024
10.3390/math10030320,MDPI,Mathematics,gold,FALSE,2022
10.3390/math10183230,MDPI,Mathematics,gold,FALSE,2022
10.3390/math11020406,MDPI,Mathematics,gold,TRUE,2023
10.3390/math11051113,MDPI,Mathematics,gold,FALSE,2023
10.3390/math11143054,MDPI,Mathematics,gold,FALSE,2023
10.3390/math12101511,MDPI,Mathematics,gold,FALSE,2024
10.3390/math12121865,MDPI,Mathematics,gold,FALSE,2024
10.3390/math9101133,MDPI,Mathematics,gold,FALSE,2021
10.3390/math9131457,MDPI,Mathematics,gold,FALSE,2021
10.3390/math9202593,MDPI,Mathematics,gold,TRUE,2021
10.3390/membranes11080595,MDPI,Membranes,gold,FALSE,2021
10.3390/membranes11100785,MDPI,Membranes,gold,TRUE,2021
10.3390/membranes12010011,MDPI,Membranes,gold,FALSE,2021
10.3390/membranes13070676,MDPI,Membranes,gold,FALSE,2023
10.3390/met13020296,MDPI,Metals,gold,FALSE,2023
10.3390/microorganisms10081619,MDPI,Microorganisms,gold,FALSE,2022
10.3390/min13111358,MDPI,Minerals,gold,TRUE,2023
10.3390/molecules26154589,MDPI,Molecules,gold,FALSE,2021
10.3390/molecules26165076,MDPI,Molecules,gold,FALSE,2021
10.3390/molecules26165077,MDPI,Molecules,gold,TRUE,2021
10.3390/molecules26195770,MDPI,Molecules,gold,TRUE,2021
10.3390/molecules27175666,MDPI,Molecules,gold,TRUE,2022
10.3390/molecules28020743,MDPI,Molecules,gold,FALSE,2023
10.3390/mps8010004,MDPI,Methods and Protocols,gold,FALSE,2025
10.3390/nano11030735,MDPI,Nanomaterials,gold,FALSE,2021
10.3390/nano12213919,MDPI,Nanomaterials,gold,FALSE,2022
10.3390/nu14081557,MDPI,Nutrients,gold,FALSE,2022
10.3390/nu15061389,MDPI,Nutrients,gold,FALSE,2023
10.3390/pathogens13100879,MDPI,Pathogens,gold,FALSE,2024
10.3390/ph16040561,MDPI,Pharmaceuticals,gold,FALSE,2023
10.3390/ph16060799,MDPI,Pharmaceuticals,gold,TRUE,2023
10.3390/pharmaceutics14020300,MDPI,Pharmaceutics,gold,FALSE,2022
10.3390/pharmaceutics14030622,MDPI,Pharmaceutics,gold,FALSE,2022
10.3390/pharmaceutics14122797,MDPI,Pharmaceutics,gold,FALSE,2022
10.3390/pharmaceutics15010274,MDPI,Pharmaceutics,gold,TRUE,2023
10.3390/pharmaceutics15020539,MDPI,Pharmaceutics,gold,TRUE,2023
10.3390/pharmaceutics15020657,MDPI,Pharmaceutics,gold,FALSE,2023
10.3390/pharmaceutics16030434,MDPI,Pharmaceutics,gold,FALSE,2024
10.3390/pharmaceutics16060706,MDPI,Pharmaceutics,gold,TRUE,2024
10.3390/pharmaceutics16111467,MDPI,Pharmaceutics,gold,TRUE,2024
10.3390/physiologia2040014,MDPI,Physiologia,gold,FALSE,2022
10.3390/polym13172967,MDPI,Polymers,gold,TRUE,2021
10.3390/polym14050933,MDPI,Polymers,gold,TRUE,2022
10.3390/polym14061204,MDPI,Polymers,gold,FALSE,2022
10.3390/polym14173527,MDPI,Polymers,gold,TRUE,2022
10.3390/polym14225020,MDPI,Polymers,gold,FALSE,2022
10.3390/polym14235132,MDPI,Polymers,gold,FALSE,2022
10.3390/pr10081638,MDPI,Processes,gold,TRUE,2022
10.3390/pr11071990,MDPI,Processes,gold,TRUE,2023
10.3390/pr11102988,MDPI,Processes,gold,FALSE,2023
10.3390/pr12040770,MDPI,Processes,gold,TRUE,2024
10.3390/pr12091866,MDPI,Processes,gold,TRUE,2024
10.3390/pr13010038,MDPI,Processes,gold,FALSE,2024
10.3390/pr13010240,MDPI,Processes,gold,TRUE,2025
10.3390/pr9030541,MDPI,Processes,gold,TRUE,2021
10.3390/pr9122177,MDPI,Processes,gold,TRUE,2021
10.3390/s21051872,MDPI,Sensors,gold,FALSE,2021
10.3390/s21113922,MDPI,Sensors,gold,TRUE,2021
10.3390/s21155068,MDPI,Sensors,gold,TRUE,2021
10.3390/s21186189,MDPI,Sensors,gold,TRUE,2021
10.3390/s21196606,MDPI,Sensors,gold,FALSE,2021
10.3390/s21217415,MDPI,Sensors,gold,FALSE,2021
10.3390/s21227745,MDPI,Sensors,gold,FALSE,2021
10.3390/s21237793,MDPI,Sensors,gold,FALSE,2021
10.3390/s22031093,MDPI,Sensors,gold,TRUE,2022
10.3390/s22062375,MDPI,Sensors,gold,FALSE,2022
10.3390/s22083067,MDPI,Sensors,gold,TRUE,2022
10.3390/s22103863,MDPI,Sensors,gold,FALSE,2022
10.3390/s22197244,MDPI,Sensors,gold,FALSE,2022
10.3390/s23187773,MDPI,Sensors,gold,TRUE,2023
10.3390/s23249643,MDPI,Sensors,gold,FALSE,2023
10.3390/s23249832,MDPI,Sensors,gold,FALSE,2023
10.3390/s24165361,MDPI,Sensors,gold,FALSE,2024
10.3390/s24186036,MDPI,Sensors,gold,FALSE,2024
10.3390/safety9020037,MDPI,Safety,gold,FALSE,2023
10.3390/sci6010011,MDPI,Sci,gold,TRUE,2024
10.3390/socsci14030118,MDPI,Social Sciences,gold,FALSE,2025
10.3390/sports11010002,MDPI,Sports,gold,FALSE,2022
10.3390/su13042342,MDPI,Sustainability,gold,FALSE,2021
10.3390/su13052527,MDPI,Sustainability,gold,TRUE,2021
10.3390/su13158620,MDPI,Sustainability,gold,FALSE,2021
10.3390/su131910556,MDPI,Sustainability,gold,FALSE,2021
10.3390/su132212598,MDPI,Sustainability,gold,FALSE,2021
10.3390/su132413567,MDPI,Sustainability,gold,TRUE,2021
10.3390/su14010392,MDPI,Sustainability,gold,FALSE,2021
10.3390/su14169998,MDPI,Sustainability,gold,FALSE,2022
10.3390/su142416616,MDPI,Sustainability,gold,FALSE,2022
10.3390/su15054141,MDPI,Sustainability,gold,TRUE,2023
10.3390/su15097560,MDPI,Sustainability,gold,TRUE,2023
10.3390/su15107850,MDPI,Sustainability,gold,FALSE,2023
10.3390/su151511853,MDPI,Sustainability,gold,FALSE,2023
10.3390/su151914309,MDPI,Sustainability,gold,TRUE,2023
10.3390/su16156353,MDPI,Sustainability,gold,TRUE,2024
10.3390/su16229906,MDPI,Sustainability,gold,TRUE,2024
10.3390/su162411308,MDPI,Sustainability,gold,FALSE,2024
10.3390/su17010023,MDPI,Sustainability,gold,FALSE,2024
10.3390/su17010041,MDPI,Sustainability,gold,FALSE,2024
10.3390/systems10020024,MDPI,Systems,gold,FALSE,2022
10.3390/systems13010007,MDPI,Systems,gold,FALSE,2024
10.3390/targets2040024,Elsevier,Targets,gold,TRUE,2024
10.3390/targets3010010,Elsevier,Targets,gold,TRUE,2025
10.3390/technologies11050142,MDPI,Technologies,gold,TRUE,2023
10.3390/toxics12060419,MDPI,Toxics,gold,TRUE,2024
10.3390/vehicles7010023,MDPI,Vehicles,gold,FALSE,2025
10.3390/vision6010015,MDPI,Vision,gold,FALSE,2022
10.3390/w13030379,MDPI,Water,gold,TRUE,2021
10.3390/w13040570,MDPI,Water,gold,FALSE,2021
10.3390/w14030450,MDPI,Water,gold,FALSE,2022
10.3390/w14091478,MDPI,Water,gold,FALSE,2022
10.3390/w15223988,MDPI,Water,gold,TRUE,2023
10.3390/w16060895,MDPI,Water,gold,FALSE,2024
10.3390/w16192720,MDPI,Water,gold,FALSE,2024
10.3390/w17070958,MDPI,Water,gold,FALSE,2025
10.3397/in_2022_0180,Institute of Noise Control Engineering (INCE),INTER-NOISE and NOISE-CON Congress and Conference Proceedings,closed,FALSE,2023
10.3399/bjgp.2023.0103,Royal College of General Practitioners,British Journal of General Practice,hybrid,FALSE,2023
10.3399/bjgp23x735345,Royal College of General Practitioners,British Journal of General Practice,bronze,FALSE,2023
10.34172/bi.29944,Maad Rayan Publishing Company,Bioimpacts,gold,FALSE,2024
10.35680/2372-0247.1814,The Beryl Institute;Patient Experience Institute,Patient Experience Journal,gold,FALSE,2023
10.35844/001c.35632,University of Cincinnati Office of Innovation and Community Engagement,Journal of Participatory Research Methods,diamond,TRUE,2022
10.36222/ejt.1299311,INESEG Yayincilik,European Journal of Technic,gold,FALSE,2023
10.36721/pjps.2023.36.1.sp.265-272.1,Pakistan Journal of Pharmaceutical Sciences,Pakistan Journal of Pharmaceutical Sciences,bronze,FALSE,2023
10.36755/ijll.v2i1.24,"Department of Research and Publications, Riphah International University, Faisalabad Campus",Inception - Journal of Languages and Literature,hybrid,FALSE,2022
10.36866/pn.130.27,The Physiological Society,Physiology News,bronze,FALSE,2023
10.37343/uw.2083-537x.pam32.2.04,University of Warsaw - Polish Centre of Mediterranean Archaeology,Polish Archaeology in the Mediterranean,gold,FALSE,2023
10.37391/ijbmr.090309,FOREX Publication,International Journal of Business and Management Research,hybrid,TRUE,2021
10.37391/ijeer.120419,Forex Publication,International Journal of Electrical and Electronics Research,closed,FALSE,2024
10.37394/232018.2021.9.1,World Scientific and Engineering Academy and Society (WSEAS),WSEAS TRANSACTIONS ON COMPUTER RESEARCH,gold,FALSE,2021
10.3758/s13421-021-01211-z,SpringerNature,Memory and Cognition,closed,FALSE,2022
10.3791/62091,MyJove,Journal of Visualized Experiments,closed,FALSE,2021
10.3791/64570,MyJove,Journal of Visualized Experiments,closed,FALSE,2023
10.37917/ijeee.17.1.14,Iraqi Journal for Electrical and Electronic Engineering (IJEEE),Iraqi Journal for Electrical And Electronic Engineering,gold,FALSE,2021
10.37934/araset.53.1.197208,Semarak Ilmu Publishing,Journal of Advanced Research in Applied Sciences and Engineering Technology,closed,FALSE,2025
10.3828/quaker.2023.28.2.8,Open Library of the Humanities,Quaker Studies,gold,FALSE,2023
10.3846/tede.2024.19532,Vilnius Gediminas Technical University,Technological and Economic Development of Economy,gold,FALSE,2024
10.3892/ol.2023.14141,Spandidos Publications,Oncology Letters,gold,FALSE,2023
10.3969/j.issn.1001-9731.2024.07.018,Journal of Functional Materials,Gongneng Cailiao/Journal of Functional Materials,closed,FALSE,2024
10.4000/africanistes.12536,Société des africanistes,Journal des africanistes,closed,TRUE,2022
10.4018/ijdsst.2021040105,IGI Global,International Journal of Decision Support System Technology,hybrid,FALSE,2021
10.4018/jgim.356380,IGI Global,Journal of Global Information Management,gold,FALSE,2024
10.4028/p-rx8jia,Trans Tech Publications,Defect and Diffusion Forum,closed,FALSE,2025
10.4028/p-xyuy9y,Trans Tech Publications,Defect and Diffusion Forum,closed,FALSE,2025
10.4155/tde-2023-0011,Taylor & Francis,Therapeutic Delivery,closed,FALSE,2023
10.4204/eptcs.389.9,Open Publishing Association,Electronic Proceedings in Theoretical Computer Science,gold,FALSE,2023
10.4236/ajcc.2023.124026,Scientific Research Publishing,American Journal of Climate Change,gold,FALSE,2023
10.4236/ajcc.2024.132007,Scientific Research Publishing,American Journal of Climate Change,gold,FALSE,2024
10.4236/ce.2024.159115,Scientific Research Publishing,Creative Education,gold,FALSE,2024
